Format Version,1.23,Take Name,Take 2022-07-12 04.02.52 PM,Take Notes,,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2022-07-12 04.02.52.994 PM,Capture Start Frame,1871939,Total Frames in Take,8731,Total Exported Frames,8731,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
41,0.113889,-0.568236,0.476884,0.420072,-0.522713,1.786323,1.046258,1.431767,0.001450,1.795929,0.936938,1.509137,0.000000,1.804064,0.967124,1.328126,0.774598,1.914891,1.069894,1.437401,0.886828,1.649867,1.022385,1.428214,0.311101,1.777274,1.129022,1.539882,0.879091,1.775911,1.152183,1.347839,0.637285,,,,1.804127,0.966460,1.327519,1.914439,1.069913,1.437391,1.652232,1.023484,1.427325,1.777274,1.129421,1.539609,1.775803,1.152184,1.349286
42,0.116667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.119444,-0.568945,0.476745,0.421722,-0.520736,1.782282,1.047089,1.431921,0.001301,1.791573,0.937385,1.508784,0.000000,1.799870,0.968396,1.327920,0.812103,1.910908,1.070370,1.437725,0.863786,1.645768,1.023582,1.428196,0.405498,1.773394,1.129370,1.540419,0.849519,1.772180,1.153432,1.348485,0.507742,,,,1.800079,0.967971,1.327336,1.910612,1.069965,1.437514,1.648087,1.024084,1.428039,1.773169,1.129922,1.540336,1.771287,1.153633,1.350229
44,0.122222,-0.569339,0.475434,0.422047,-0.521241,1.780323,1.047695,1.432117,0.001330,1.789973,0.937913,1.508824,0.000000,1.797868,0.969166,1.327984,0.853057,1.908913,1.071220,1.437708,0.861256,1.643848,1.023925,1.428619,0.409312,1.771478,1.129822,1.540734,0.858016,1.769855,1.154122,1.348834,0.477504,,,,1.798053,0.968833,1.327537,1.908705,1.070810,1.437397,1.646113,1.024498,1.428270,1.771178,1.130303,1.540702,1.768926,1.154257,1.350701
45,0.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.127778,-0.572257,0.471056,0.421998,-0.522060,1.776278,1.049090,1.432764,0.001432,1.787079,0.938955,1.508809,0.000000,1.794193,0.971313,1.328131,0.853057,1.904680,1.073676,1.438130,0.861256,1.640001,1.024180,1.429511,0.409312,1.767046,1.130513,1.541877,0.858016,1.764670,1.155901,1.350126,0.477504,,,,1.794136,0.970661,1.327486,1.904320,1.073722,1.438136,1.642239,1.025109,1.428692,1.766973,1.130888,1.541664,1.764464,1.155811,1.351795
47,0.130556,-0.572145,0.471141,0.423282,-0.521064,1.774316,1.049415,1.432820,0.001332,1.784895,0.939091,1.508622,0.000000,1.791990,0.971823,1.328010,0.770276,1.902779,1.073684,1.438170,0.909393,1.637978,1.024838,1.429587,0.360518,1.765336,1.130625,1.542114,0.890552,1.762919,1.156432,1.350419,0.579041,,,,1.792187,0.971424,1.327478,1.902319,1.073348,1.437860,1.640199,1.025445,1.429140,1.765085,1.131207,1.542093,1.762456,1.156326,1.352126
48,0.133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.136111,-0.574861,0.467088,0.423113,-0.521861,1.770306,1.050857,1.433637,0.001398,1.781961,0.940230,1.508837,0.000000,1.788340,0.973953,1.328381,0.826700,1.898582,1.076131,1.438797,0.837695,1.634162,1.025199,1.430611,0.413602,1.760947,1.131424,1.543373,0.841329,1.757842,1.158203,1.351821,0.557013,,,,1.788344,0.973329,1.327766,1.898139,1.076152,1.438771,1.636433,1.026139,1.429770,1.760879,1.131850,1.543170,1.757726,1.158083,1.353280
50,0.138889,-0.575724,0.465777,0.423606,-0.521682,1.768301,1.051503,1.433838,0.001458,1.780216,0.940695,1.508730,0.000000,1.786352,0.974911,1.328358,0.781187,1.896541,1.076975,1.438933,0.889016,1.632196,1.025629,1.430885,0.350487,1.758923,1.131761,1.543800,0.880771,1.755575,1.159048,1.352324,0.632897,,,,1.786337,0.974318,1.327715,1.896168,1.077006,1.438997,1.634579,1.026538,1.430031,1.758916,1.132159,1.543505,1.755371,1.158963,1.353904
51,0.141667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
