,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Ball_10,Ball_10,Ball_10,Ball_10,Ball_10,Ball_10,Ball_10,Ball_10:Marker1,Ball_10:Marker1,Ball_10:Marker1,Ball_10:Marker10,Ball_10:Marker10,Ball_10:Marker10,Ball_10:Marker2,Ball_10:Marker2,Ball_10:Marker2,Ball_10:Marker3,Ball_10:Marker3,Ball_10:Marker3,Ball_10:Marker4,Ball_10:Marker4,Ball_10:Marker4,Ball_10:Marker5,Ball_10:Marker5,Ball_10:Marker5,Ball_10:Marker6,Ball_10:Marker6,Ball_10:Marker6,Ball_10:Marker7,Ball_10:Marker7,Ball_10:Marker7,Ball_10:Marker8,Ball_10:Marker8,Ball_10:Marker8,Ball_10:Marker9,Ball_10:Marker9,Ball_10:Marker9
,ID,"AF7A8C7C01E911ED5F75BB645DD4DAB6","AF7A8C7C01E911ED5F75BB645DD4DAB6","AF7A8C7C01E911ED5F75BB645DD4DAB6","AF7A8C7C01E911ED5F75BB645DD4DAB6","AF7A8C7C01E911ED5F75BB645DD4DAB6","AF7A8C7C01E911ED5F75BB645DD4DAB6","AF7A8C7C01E911ED5F75BB645DD4DAB6","E6BB0","E6BB0","E6BB0","E6960","E6960","E6960","CB80B89D01E911ED5F75BB645DD4DAB6","CB80B89D01E911ED5F75BB645DD4DAB6","CB80B89D01E911ED5F75BB645DD4DAB6","E6AB0","E6AB0","E6AB0","E6B40","E6B40","E6B40","E6C10","E6C10","E6C10","E6A30","E6A30","E6A30","E6AA0","E6AA0","E6AA0","E6A90","E6A90","E6A90","E6A10","E6A10","E6A10"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
63,0.175000,-0.695998,0.375338,0.375016,0.483809,1.505670,1.105528,1.540068,1.532240,0.979064,1.582590,1.384283,1.152075,1.512813,,,,1.522890,1.002372,1.453952,1.406303,1.016076,1.556755,,,,1.482634,1.211413,1.618812,1.602033,1.195551,1.526181,1.507012,1.137482,1.411785,1.481193,1.228477,1.500616
64,0.177778,-0.697151,0.373949,0.374690,0.483478,1.504920,1.105701,1.540086,1.531516,0.979023,1.582669,1.383306,1.152001,1.512676,,,,1.522460,1.002382,1.454052,1.405530,1.016047,1.556539,,,,1.481727,1.211356,1.618914,1.601191,1.196344,1.526304,1.506515,1.137547,1.411852,1.480574,1.228214,1.500581
65,0.180556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.183333,-0.697831,0.372860,0.372484,0.485039,1.503397,1.105554,1.540304,1.530022,0.979085,1.582936,1.381918,1.152030,1.512326,,,,1.521602,1.002461,1.454235,1.403923,1.015995,1.556331,,,,1.480318,1.210980,1.618939,1.599556,1.195648,1.527579,1.505612,1.137652,1.411981,1.479427,1.228276,1.500523
67,0.186111,-0.698496,0.372053,0.372456,0.484724,1.502804,1.105777,1.540325,1.529280,0.979152,1.583096,1.381414,1.151996,1.512197,,,,1.521165,1.002532,1.454337,1.403183,1.016023,1.556150,,,,1.478866,1.211411,1.619141,1.598907,1.196443,1.527247,1.505214,1.137670,1.412077,1.478816,1.228292,1.500453
68,0.188889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.191667,-0.697960,0.371872,0.371556,0.486322,1.501457,1.105840,1.540507,1.527791,0.979434,1.583450,1.380177,1.152183,1.511771,,,,1.519537,1.003239,1.454336,1.401694,1.016117,1.555923,,,,1.476205,1.212064,1.619918,1.597712,1.196304,1.527827,1.504378,1.137794,1.412306,1.477191,1.228757,1.500621
70,0.194444,-0.698282,0.370933,0.371427,0.486677,1.500689,1.106084,1.540610,1.527133,0.979520,1.583472,1.379525,1.152318,1.511595,,,,1.518974,1.003342,1.454427,1.401057,1.016203,1.555843,,,,1.475461,1.212154,1.619934,1.596844,1.196694,1.528105,1.503617,1.138477,1.412680,1.476590,1.228789,1.500711
71,0.197222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.200000,-0.700496,0.369552,0.367478,0.487541,1.498890,1.106267,1.540812,1.525751,0.979718,1.583736,1.377738,1.152403,1.511075,,,,1.518102,1.003477,1.454863,1.399308,1.016549,1.555580,,,,1.474508,1.212219,1.619371,1.595507,1.196884,1.528894,1.503059,1.138069,1.412668,1.475552,1.228785,1.500729
73,0.202778,-0.701134,0.368744,0.367115,0.487510,1.498354,1.106516,1.541017,1.524700,0.980025,1.584138,1.377258,1.152516,1.510975,,,,1.517774,1.003559,1.455233,1.398719,1.016681,1.555537,,,,1.473683,1.212330,1.619424,1.594774,1.197033,1.529279,1.502687,1.138178,1.412812,1.474930,1.229408,1.501003
74,0.205556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.208333,-0.701944,0.367322,0.366590,0.487812,1.497153,1.106971,1.541237,1.523350,0.980362,1.584496,1.376208,1.152819,1.510710,,,,1.517205,1.004421,1.455569,1.397278,1.017037,1.555542,,,,1.471533,1.212845,1.619568,1.593430,1.197542,1.529809,1.501731,1.138557,1.413058,1.473536,1.229579,1.501036
76,0.211111,-0.702411,0.367552,0.364975,0.488178,1.496290,1.107102,1.541442,1.522631,0.980598,1.584738,1.375699,1.153278,1.510639,,,,1.515935,1.003589,1.455894,1.396670,1.017250,1.555562,,,,1.470989,1.213036,1.619478,1.592730,1.197791,1.530154,1.501301,1.138750,1.413232,1.472846,1.229896,1.501086
