,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Ball_14,Ball_14,Ball_14,Ball_14,Ball_14,Ball_14,Ball_14,Ball_14:Marker1,Ball_14:Marker1,Ball_14:Marker1,Ball_14:Marker10,Ball_14:Marker10,Ball_14:Marker10,Ball_14:Marker11,Ball_14:Marker11,Ball_14:Marker11,Ball_14:Marker12,Ball_14:Marker12,Ball_14:Marker12,Ball_14:Marker13,Ball_14:Marker13,Ball_14:Marker13,Ball_14:Marker14,Ball_14:Marker14,Ball_14:Marker14,Ball_14:Marker2,Ball_14:Marker2,Ball_14:Marker2,Ball_14:Marker3,Ball_14:Marker3,Ball_14:Marker3,Ball_14:Marker4,Ball_14:Marker4,Ball_14:Marker4,Ball_14:Marker5,Ball_14:Marker5,Ball_14:Marker5,Ball_14:Marker6,Ball_14:Marker6,Ball_14:Marker6,Ball_14:Marker7,Ball_14:Marker7,Ball_14:Marker7,Ball_14:Marker8,Ball_14:Marker8,Ball_14:Marker8,Ball_14:Marker9,Ball_14:Marker9,Ball_14:Marker9
,ID,"DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DCFD9C0B01E311ED5F75BB645DD4DAB6","DFF00","DFF00","DFF00","DFD00","DFD00","DFD00","DFCD0","DFCD0","DFCD0","DF300","DF300","DF300","DF390","DF390","DF390","DFCF0","DFCF0","DFCF0","DFE80","DFE80","DFE80","DFE90","DFE90","DFE90","DFD60","DFD60","DFD60","DFED0","DFED0","DFED0","DFEF0","DFEF0","DFEF0","DF3C0","DF3C0","DF3C0","DFE30","DFE30","DFE30","B636862F01E811ED5F75BB645DD4DAB6","B636862F01E811ED5F75BB645DD4DAB6","B636862F01E811ED5F75BB645DD4DAB6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2678,7.438889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,7.441667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,7.444444,0.535667,-0.473725,0.614220,-0.333734,-1.525766,0.802222,-1.570639,-1.457132,0.760139,-1.677669,-1.511669,0.878771,-1.681086,-1.416605,0.881845,-1.588217,-1.400127,0.761665,-1.575663,-1.436237,0.800233,-1.470226,-1.492251,0.906153,-1.492228,,,,-1.631898,0.725683,-1.547623,-1.576702,0.926806,-1.569685,-1.656542,0.835431,-1.580712,-1.611396,0.802853,-1.673835,-1.587027,0.839448,-1.457044,-1.539864,0.729935,-1.461174,-1.564980,0.702989,-1.650115
2681,7.447222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,7.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,7.452778,0.532763,-0.484785,0.599422,-0.349056,-1.531337,0.773658,-1.574854,-1.462709,0.737433,-1.684027,-1.518910,0.855479,-1.681641,-1.423276,0.855402,-1.589344,-1.405184,0.735073,-1.582012,-1.441364,0.768399,-1.474976,-1.499088,0.874079,-1.492121,,,,-1.636452,0.695152,-1.555055,-1.583647,0.897652,-1.568116,-1.662651,0.806247,-1.583355,-1.617346,0.777731,-1.677431,-1.592587,0.805183,-1.459377,-1.544620,0.696122,-1.469014,-1.569788,0.677458,-1.658492
2684,7.455556,0.532879,-0.489017,0.593128,-0.353697,-1.533006,0.763693,-1.576119,-1.465380,0.729459,-1.686860,-1.522076,0.847021,-1.681726,-1.425184,0.846263,-1.589536,-1.406809,0.725949,-1.584100,-1.442502,0.757009,-1.476718,-1.500863,0.863127,-1.491948,,,,-1.637705,0.684689,-1.557505,-1.585695,0.887825,-1.567501,-1.664670,0.796158,-1.583999,-1.619137,0.768891,-1.677607,-1.594183,0.793390,-1.460122,-1.545713,0.684579,-1.471639,-1.571313,0.669219,-1.661228
2685,7.458333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,7.461111,0.528604,-0.498758,0.583406,-0.362569,-1.536212,0.743988,-1.578897,-1.468913,0.713646,-1.690604,-1.526042,0.830615,-1.681608,-1.429022,0.827209,-1.589819,-1.409686,0.707049,-1.588378,-1.444862,0.734103,-1.480156,-1.503561,0.841083,-1.491117,,,,-1.640379,0.664192,-1.562523,-1.589502,0.867382,-1.565838,-1.668313,0.776172,-1.585432,-1.622813,0.752690,-1.680848,-1.597294,0.769554,-1.461721,-1.548093,0.661458,-1.476809,-1.574514,0.652088,-1.666833
2687,7.463889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,7.466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,7.469444,0.521948,-0.513286,0.568270,-0.375736,-1.541345,0.713377,-1.582565,-1.474015,0.689156,-1.695824,-1.531687,0.805331,-1.680995,-1.435608,0.797471,-1.589767,-1.414477,0.677231,-1.594827,-1.448985,0.698950,-1.485085,-1.507788,0.806229,-1.490553,,,,-1.644957,0.632319,-1.569267,-1.595409,0.835256,-1.562511,-1.673547,0.745302,-1.587242,-1.627900,0.725843,-1.682580,-1.603101,0.732930,-1.464234,-1.551613,0.625954,-1.484548,-1.579766,0.626705,-1.675793
2690,7.472222,0.518531,-0.518935,0.563525,-0.379832,-1.542934,0.703152,-1.583880,-1.475541,0.680750,-1.697716,-1.533484,0.796660,-1.680591,-1.436394,0.787890,-1.589408,-1.416017,0.667201,-1.596945,-1.450420,0.686844,-1.486724,-1.509272,0.794221,-1.490179,-1.496397,0.581010,-1.599106,-1.646365,0.621774,-1.572011,-1.596696,0.824750,-1.561576,-1.674860,0.735227,-1.588058,-1.629762,0.717255,-1.683401,-1.604131,0.720509,-1.465028,-1.553162,0.613612,-1.487618,-1.581223,0.617994,-1.678390
2691,7.475000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,7.477778,0.507122,-0.531158,0.556898,-0.388026,-1.546988,0.682530,-1.587060,-1.478840,0.663563,-1.701220,-1.535768,0.779154,-1.679899,-1.440031,0.766451,-1.589834,-1.419133,0.646772,-1.601030,-1.456120,0.662063,-1.490731,-1.511890,0.769971,-1.489624,-1.499946,0.560318,-1.606091,,,,-1.600316,0.803111,-1.560509,-1.678153,0.714264,-1.588879,,,,-1.607547,0.695038,-1.466932,-1.554811,0.589496,-1.492388,-1.585019,0.600664,-1.684394
2693,7.480556,0.506596,-0.535344,0.550851,-0.391575,-1.548321,0.671609,-1.588105,-1.480639,0.654982,-1.702917,-1.538652,0.769847,-1.679482,-1.440523,0.755701,-1.589787,-1.420707,0.636263,-1.603118,-1.457234,0.649961,-1.492440,-1.514461,0.757009,-1.489728,,,,,,,-1.601142,0.792019,-1.559484,-1.679692,0.703607,-1.589588,-1.634584,0.690694,-1.685750,-1.608564,0.682379,-1.467802,-1.555863,0.577747,-1.495156,-1.586941,0.591635,-1.686712
2694,7.483333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,7.486111,0.502118,-0.545287,0.539278,-0.399648,-1.550989,0.650004,-1.590383,-1.484201,0.637390,-1.706154,-1.541809,0.751396,-1.678553,-1.443355,0.734513,-1.588979,-1.423686,0.615296,-1.607319,-1.459582,0.625157,-1.496034,-1.516148,0.732461,-1.489259,-1.503995,0.529515,-1.616418,,,,-1.603788,0.769062,-1.557138,-1.682691,0.682317,-1.590663,-1.639351,0.673776,-1.688759,-1.610876,0.656641,-1.469563,-1.558102,0.552622,-1.501033,-1.589375,0.573211,-1.691436
2696,7.488889,0.498227,-0.550402,0.534752,-0.403570,-1.552872,0.639125,-1.591741,-1.485890,0.628575,-1.707656,-1.543407,0.741948,-1.677931,-1.445829,0.723502,-1.589881,-1.425134,0.604625,-1.609418,-1.460970,0.612589,-1.497947,-1.517181,0.719778,-1.489162,-1.506085,0.518922,-1.619753,,,,-1.605242,0.757608,-1.555914,-1.684435,0.671244,-1.590867,-1.640843,0.664550,-1.689581,-1.612558,0.643776,-1.470505,-1.559464,0.540550,-1.503778,-1.591134,0.564031,-1.693781
2697,7.491667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,7.494444,0.490975,-0.561106,0.524508,-0.411090,-1.555922,0.617428,-1.594297,-1.489086,0.610781,-1.710662,-1.546697,0.723006,-1.676889,-1.448961,0.701431,-1.589619,-1.427780,0.583257,-1.613640,-1.463713,0.587354,-1.501695,-1.519646,0.694241,-1.488869,-1.508679,0.498071,-1.626631,,,,-1.607806,0.734286,-1.554146,-1.687351,0.649415,-1.591924,-1.643699,0.645950,-1.690525,-1.614859,0.617664,-1.472207,-1.561437,0.515496,-1.509588,,,
2699,7.497222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,7.500000,0.489461,-0.569467,0.511048,-0.418289,-1.557445,0.594688,-1.596130,-1.492563,0.592665,-1.713482,-1.549927,0.703523,-1.675554,-1.450355,0.678885,-1.589813,-1.430477,0.561829,-1.617881,-1.466411,0.561761,-1.505548,-1.521326,0.668286,-1.488310,-1.512269,0.476931,-1.633080,-1.661258,0.512467,-1.596836,-1.611169,0.710227,-1.551840,,,,-1.646057,0.626519,-1.690608,-1.617765,0.591125,-1.474572,-1.564692,0.490074,-1.515691,-1.597618,0.527269,-1.703323
2701,7.502778,0.486669,-0.573750,0.506102,-0.421694,-1.558878,0.583528,-1.597453,-1.494384,0.583404,-1.714892,-1.551514,0.693700,-1.674873,-1.451941,0.667323,-1.589783,-1.432196,0.550885,-1.619858,,,,-1.523528,0.655236,-1.488957,-1.513147,0.466426,-1.636749,-1.662765,0.501433,-1.599610,-1.612657,0.698959,-1.551726,-1.688848,0.612107,-1.590151,-1.647970,0.616667,-1.690893,-1.618951,0.577886,-1.475790,-1.566364,0.477499,-1.518841,-1.599447,0.517785,-1.705492
2702,7.505556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,7.508333,0.481650,-0.583669,0.493314,-0.428935,-1.561560,0.560961,-1.600070,-1.497563,0.564889,-1.717520,-1.554754,0.673607,-1.673554,-1.456124,0.644613,-1.589446,-1.435445,0.529093,-1.623933,-1.470037,0.523016,-1.511671,-1.525001,0.628876,-1.488477,-1.516615,0.444868,-1.643583,-1.665470,0.478380,-1.604274,-1.616525,0.674828,-1.550210,-1.691827,0.589372,-1.591204,-1.651036,0.597644,-1.692521,-1.618082,0.551417,-1.478117,-1.573948,0.449473,-1.526942,-1.603589,0.499383,-1.710660
2704,7.511111,0.478804,-0.588391,0.487982,-0.431758,-1.562895,0.549542,-1.601193,-1.500376,0.554886,-1.718884,-1.556386,0.663394,-1.672873,-1.457237,0.633016,-1.589520,,,,,,,-1.525998,0.615385,-1.488707,-1.518185,0.434395,-1.646755,-1.666816,0.467462,-1.606651,-1.617167,0.662253,-1.549013,-1.693138,0.577561,-1.591909,-1.652711,0.587265,-1.692098,,,,-1.569575,0.439844,-1.527529,-1.605433,0.489857,-1.712731
2705,7.513889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,7.516667,0.473030,-0.595875,0.477437,-0.439580,-1.565511,0.526355,-1.603389,-1.502422,0.536016,-1.721421,-1.559532,0.642715,-1.671315,-1.460062,0.609096,-1.589649,-1.439288,0.495892,-1.629874,,,,-1.528341,0.588465,-1.488856,,,,-1.669629,0.444038,-1.611385,-1.620717,0.637391,-1.547479,-1.696003,0.554455,-1.592853,-1.656048,0.567489,-1.692805,-1.621953,0.510369,-1.482189,-1.571703,0.414105,-1.533756,-1.607512,0.468939,-1.715523
2707,7.519444,0.468510,-0.600784,0.471458,-0.444166,-1.567072,0.514708,-1.604792,-1.503342,0.526789,-1.722433,-1.561176,0.632190,-1.670677,-1.461496,0.597847,-1.588873,-1.441017,0.484670,-1.632088,,,,-1.529505,0.574883,-1.489167,-1.522681,0.401870,-1.656753,-1.671628,0.433182,-1.614624,-1.621974,0.624664,-1.546825,-1.697627,0.542227,-1.593083,-1.658077,0.557975,-1.694442,-1.623275,0.496525,-1.483427,-1.578674,0.399431,-1.539603,-1.609362,0.459424,-1.717541
2708,7.522222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,7.525000,0.461074,-0.611379,0.459191,-0.450300,-1.570343,0.491085,-1.607538,-1.507576,0.507436,-1.725015,-1.564371,0.610809,-1.668844,-1.464602,0.573235,-1.589616,-1.443999,0.462005,-1.636047,,,,-1.531887,0.547516,-1.489311,-1.525569,0.380411,-1.663270,-1.674465,0.409569,-1.619482,-1.624637,0.599010,-1.545404,-1.700400,0.518436,-1.594570,-1.660720,0.536923,-1.693895,-1.625787,0.468851,-1.486319,-1.581874,0.372004,-1.547918,-1.613679,0.441415,-1.723534
2710,7.527778,0.458036,-0.616674,0.452740,-0.452706,-1.571291,0.479387,-1.608961,-1.509044,0.497757,-1.726090,-1.565750,0.600010,-1.668013,-1.466223,0.560916,-1.589511,,,,-1.473706,0.432722,-1.528922,-1.533177,0.533427,-1.489781,-1.527137,0.369417,-1.666677,-1.675953,0.398066,-1.622203,-1.624192,0.586369,-1.544161,-1.701961,0.506238,-1.594768,-1.662294,0.526670,-1.694250,-1.627003,0.454840,-1.487941,-1.579294,0.364177,-1.541030,-1.615361,0.431696,-1.725422
2711,7.530556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,7.533333,0.450461,-0.625256,0.441410,-0.459671,-1.574268,0.455233,-1.611283,-1.512713,0.477725,-1.727887,-1.569055,0.578013,-1.666256,-1.468892,0.536218,-1.589543,,,,-1.475737,0.406361,-1.533800,-1.535551,0.505872,-1.490093,,,,-1.678564,0.374279,-1.626789,-1.626708,0.559704,-1.542559,-1.704896,0.481951,-1.596177,-1.665470,0.505345,-1.694516,-1.629449,0.426850,-1.491064,-1.581803,0.338586,-1.546314,-1.618658,0.411738,-1.729470
2713,7.536111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,7.538889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,7.541667,0.438021,-0.637569,0.424827,-0.470282,-1.579123,0.418624,-1.614984,-1.517671,0.447046,-1.730794,-1.572059,0.544351,-1.663413,-1.471847,0.498277,-1.589632,-1.453548,0.392758,-1.647728,-1.480324,0.365069,-1.540318,-1.541889,0.461399,-1.493164,-1.534844,0.314384,-1.682500,-1.683616,0.339268,-1.634308,-1.632605,0.519536,-1.541162,-1.709023,0.444493,-1.597652,-1.670336,0.473135,-1.694950,-1.632854,0.384063,-1.496052,-1.584846,0.297452,-1.562824,-1.623740,0.381509,-1.734930
2716,7.544444,0.435464,-0.641878,0.418210,-0.472720,-1.580456,0.406369,-1.616152,-1.519138,0.436659,-1.731600,-1.575282,0.532798,-1.662572,-1.474442,0.485826,-1.589618,,,,-1.480808,0.352255,-1.543344,-1.542721,0.447283,-1.493635,-1.536763,0.302917,-1.685403,-1.684984,0.326652,-1.636351,-1.632200,0.505668,-1.539971,-1.710231,0.431865,-1.597882,-1.671879,0.462457,-1.695269,-1.633907,0.369351,-1.497951,-1.585973,0.283611,-1.567249,-1.625442,0.371120,-1.736911
2717,7.547222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,7.550000,0.426890,-0.648768,0.408303,-0.479744,-1.583171,0.381259,-1.618438,-1.522408,0.415690,-1.733363,-1.576751,0.509469,-1.660622,-1.476185,0.459601,-1.589895,,,,,,,-1.545139,0.417947,-1.494782,-1.539639,0.280658,-1.692158,-1.688153,0.303056,-1.641577,-1.635500,0.478276,-1.539310,-1.713108,0.406010,-1.598883,-1.675683,0.440833,-1.696163,-1.636761,0.340916,-1.500936,-1.588444,0.258191,-1.572485,-1.627739,0.348689,-1.738475
2719,7.552778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,7.555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,7.558333,0.416673,-0.661144,0.389566,-0.487351,-1.587761,0.343614,-1.621938,-1.527637,0.384093,-1.735239,-1.582825,0.473688,-1.657679,-1.481373,0.420631,-1.590029,-1.460422,0.321945,-1.659221,-1.487884,0.282747,-1.555175,-1.548835,0.373652,-1.496905,-1.543807,0.246858,-1.701173,-1.692176,0.265817,-1.648099,-1.638073,0.436728,-1.537072,-1.717413,0.367754,-1.600862,-1.679970,0.406065,-1.694966,-1.640466,0.297021,-1.506596,-1.593296,0.217434,-1.583489,-1.632808,0.317597,-1.743516
2722,7.561111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,7.563889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,7.566667,0.406271,-0.671313,0.371089,-0.496564,-1.591969,0.305321,-1.625586,-1.532484,0.351554,-1.737201,-1.587359,0.437090,-1.654508,-1.485529,0.380245,-1.590414,-1.465305,0.285068,-1.664573,,,,-1.549955,0.329269,-1.498646,-1.548378,0.212929,-1.710697,-1.697000,0.229360,-1.655985,-1.644143,0.393692,-1.536525,-1.721711,0.327559,-1.602654,-1.683559,0.372246,-1.695578,-1.644408,0.252731,-1.512609,-1.596724,0.176836,-1.593605,-1.637798,0.285546,-1.747944
2725,7.569444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,7.572222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,7.575000,0.392346,-0.683817,0.351494,-0.504887,-1.596671,0.266291,-1.629638,-1.538481,0.317972,-1.738506,-1.590189,0.399073,-1.651440,-1.489907,0.339048,-1.590863,-1.471469,0.247897,-1.670161,,,,-1.553821,0.283202,-1.501146,-1.553409,0.178173,-1.718943,-1.701648,0.192097,-1.663007,-1.648471,0.349815,-1.535161,-1.725949,0.287683,-1.604917,-1.689122,0.336171,-1.694560,-1.648378,0.207885,-1.518904,-1.600634,0.136923,-1.603949,-1.643863,0.254335,-1.753976
2728,7.577778,0.389938,-0.685999,0.345467,-0.507943,-1.597743,0.253085,-1.630241,-1.540106,0.306884,-1.738879,-1.593216,0.386611,-1.650093,-1.489635,0.325229,-1.590500,-1.473053,0.235303,-1.671848,,,,-1.554763,0.268173,-1.502416,-1.554597,0.166495,-1.721886,-1.703050,0.179049,-1.665094,-1.649452,0.334764,-1.534765,,,,-1.690823,0.323803,-1.694058,-1.649392,0.192656,-1.521254,-1.601820,0.123056,-1.606526,-1.644635,0.242040,-1.753486
2729,7.580556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,7.583333,0.380746,-0.692794,0.333014,-0.513975,-1.600741,0.226505,-1.632822,-1.542947,0.284022,-1.739941,-1.596664,0.360750,-1.648000,-1.492403,0.297153,-1.590843,,,,-1.499674,0.155929,-1.578803,-1.557456,0.236765,-1.504133,-1.557164,0.143452,-1.726636,-1.706031,0.153511,-1.669500,-1.652801,0.305086,-1.534204,-1.729778,0.246310,-1.606113,-1.693937,0.299666,-1.693835,-1.652163,0.162736,-1.525471,-1.605671,0.094715,-1.615083,-1.647882,0.219585,-1.755994
2731,7.586111,0.376509,-0.697070,0.326498,-0.515493,-1.602533,0.213124,-1.634039,-1.544840,0.272567,-1.740188,-1.597901,0.347604,-1.646908,-1.495166,0.283469,-1.591592,-1.477718,0.197778,-1.677151,,,,-1.558583,0.220797,-1.505437,-1.559551,0.131369,-1.729817,-1.707526,0.141426,-1.671949,-1.654107,0.289923,-1.533549,-1.731311,0.232473,-1.606561,-1.695635,0.287089,-1.693433,-1.653500,0.147672,-1.527537,-1.607378,0.080968,-1.618559,-1.649606,0.208502,-1.757097
2732,7.588889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,7.591667,0.369517,-0.703016,0.314033,-0.520200,-1.604828,0.186283,-1.636413,-1.548631,0.248898,-1.740289,-1.600801,0.321154,-1.645006,-1.497802,0.254734,-1.592042,,,,-1.509383,0.110322,-1.584718,-1.560949,0.190404,-1.507077,-1.562284,0.108306,-1.735705,-1.710395,0.115714,-1.676541,-1.653611,0.259816,-1.533640,-1.734224,0.204440,-1.607923,-1.698651,0.262441,-1.693090,-1.655715,0.117074,-1.531528,-1.610576,0.050878,-1.628584,-1.653009,0.185896,-1.759366
2734,7.594444,0.363206,-0.708175,0.306636,-0.522058,-1.606521,0.172246,-1.638109,-1.550301,0.236880,-1.740608,-1.601998,0.307377,-1.643661,-1.499290,0.240382,-1.592195,-1.480004,0.159651,-1.682734,,,,,,,-1.564525,0.096282,-1.738039,-1.712177,0.102578,-1.678787,-1.655189,0.243953,-1.533345,-1.735592,0.190326,-1.608635,-1.700318,0.249609,-1.692618,-1.656670,0.101516,-1.534528,-1.612141,0.037093,-1.632038,-1.654596,0.174421,-1.760571
2735,7.597222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,7.600000,0.355469,-0.713339,0.296823,-0.526009,-1.609417,0.145623,-1.639754,-1.553297,0.213716,-1.741085,-1.605018,0.281016,-1.641561,-1.501472,0.211806,-1.593020,-1.482977,0.134451,-1.684797,-1.511809,0.067857,-1.591299,-1.564607,0.143510,-1.510940,-1.567646,0.073178,-1.743115,-1.715217,0.077056,-1.683077,-1.657010,0.213446,-1.532613,-1.738536,0.163116,-1.610470,-1.702192,0.225272,-1.692407,-1.659307,0.071725,-1.538683,,,,-1.657926,0.151650,-1.762568
2737,7.602778,0.352988,-0.714734,0.291311,-0.528860,-1.610920,0.133400,-1.640804,-1.554797,0.203003,-1.741293,-1.606202,0.268339,-1.640868,,,,-1.485868,0.122676,-1.687210,-1.512299,0.055326,-1.593354,-1.565594,0.129175,-1.511598,-1.569391,0.062395,-1.745134,-1.716709,0.065738,-1.684855,-1.661423,0.199904,-1.532808,-1.739431,0.149683,-1.610707,-1.704670,0.212919,-1.691620,-1.660425,0.058282,-1.540365,,,,-1.659596,0.141317,-1.763477
2738,7.605556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,7.608333,0.357818,-0.713529,0.286174,-0.530045,-1.612164,0.129549,-1.640441,-1.557022,0.200380,-1.741500,-1.610037,0.264869,-1.640000,-1.504706,0.197019,-1.593007,-1.487463,0.120963,-1.686865,-1.512218,0.052170,-1.593130,-1.566803,0.126657,-1.511849,-1.569785,0.059183,-1.744821,-1.717261,0.060372,-1.684430,-1.660507,0.195175,-1.531685,-1.741410,0.143988,-1.610029,-1.707702,0.207983,-1.691151,-1.660248,0.053498,-1.540054,,,,-1.661355,0.136983,-1.763172
2740,7.611111,0.358912,-0.712116,0.283985,-0.532378,-1.612915,0.138435,-1.640391,-1.557768,0.209952,-1.740917,-1.610311,0.272520,-1.638707,-1.506138,0.206846,-1.592683,-1.488068,0.131042,-1.686557,-1.512191,0.061801,-1.593946,-1.567456,0.135221,-1.511448,-1.570397,0.069043,-1.744448,-1.717046,0.068315,-1.684526,-1.664220,0.204348,-1.532359,-1.742010,0.152110,-1.609662,-1.708655,0.216511,-1.690986,-1.660753,0.062428,-1.540030,,,,-1.661998,0.145725,-1.762821
2741,7.613889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,7.616667,0.367002,-0.707646,0.283010,-0.533341,-1.614051,0.161203,-1.639029,-1.560420,0.233079,-1.739992,-1.613398,0.296324,-1.638974,-1.509217,0.231334,-1.591549,-1.487836,0.155246,-1.684605,,,,-1.569012,0.159118,-1.510930,-1.569416,0.091721,-1.743836,-1.717148,0.089339,-1.682764,-1.667174,0.226049,-1.531193,-1.743551,0.172450,-1.609014,-1.711170,0.237203,-1.690595,-1.660426,0.084821,-1.538605,-1.614163,0.028384,-1.635812,-1.663277,0.166865,-1.761695
2743,7.619444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,7.622222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,7.625000,0.376488,-0.703742,0.277616,-0.534727,-1.615605,0.195151,-1.638060,-1.563433,0.266892,-1.738937,-1.617990,0.330538,-1.639102,-1.513793,0.267779,-1.590425,-1.489293,0.191595,-1.682672,,,,-1.571186,0.195060,-1.509176,-1.570027,0.125105,-1.740462,-1.717096,0.120041,-1.680789,-1.667512,0.259326,-1.530807,-1.745528,0.203354,-1.607383,-1.714432,0.268037,-1.689909,-1.660667,0.117730,-1.536424,-1.615174,0.062172,-1.635561,-1.665754,0.199481,-1.762103
2746,7.627778,0.381033,-0.699129,0.279143,-0.536760,-1.616228,0.205870,-1.636886,-1.564977,0.278126,-1.738193,-1.620439,0.341084,-1.638910,-1.514321,0.280166,-1.590097,-1.490286,0.203378,-1.681720,,,,-1.571798,0.207369,-1.508639,-1.569912,0.136645,-1.740260,-1.717217,0.129991,-1.679901,-1.669152,0.271032,-1.530127,-1.746465,0.213798,-1.607479,-1.715754,0.278225,-1.689559,-1.661292,0.128004,-1.536644,-1.611491,0.072347,-1.630803,-1.665452,0.208681,-1.759779
2747,7.630556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,7.633333,0.390468,-0.694465,0.275290,-0.538023,-1.617696,0.228356,-1.635735,-1.567179,0.300427,-1.737726,-1.625579,0.363200,-1.638718,-1.516131,0.303885,-1.589291,-1.492216,0.227436,-1.681190,,,,-1.573479,0.230932,-1.507313,-1.570033,0.158340,-1.738218,-1.717187,0.150111,-1.679110,-1.671682,0.292666,-1.529265,-1.747936,0.233964,-1.606462,-1.718037,0.298242,-1.689219,-1.661170,0.150716,-1.534429,-1.610063,0.096351,-1.629218,-1.666617,0.228861,-1.758703
2749,7.636111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,7.638889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
